"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Voertuigen met bromfietskenteken";"2017";"Bellingwedde";"594";"67"
"Voertuigen met bromfietskenteken";"2007";"Bennebroek";"169";"33"
"Voertuigen met bromfietskenteken";"2008";"Bennebroek";"182";"36"
"Voertuigen met bromfietskenteken";"2009";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2010";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2011";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2012";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2013";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2014";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2015";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2016";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2017";"Bennebroek";"";""
"Voertuigen met bromfietskenteken";"2007";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2008";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2009";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2010";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2011";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2012";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2013";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2014";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2015";"Berg en Dal";"";""
"Voertuigen met bromfietskenteken";"2016";"Berg en Dal";"3229";"93"
"Voertuigen met bromfietskenteken";"2017";"Berg en Dal";"3433";"99"
"Voertuigen met bromfietskenteken";"2007";"Bergambacht";"385";"41"
"Voertuigen met bromfietskenteken";"2008";"Bergambacht";"379";"40"
"Voertuigen met bromfietskenteken";"2009";"Bergambacht";"404";"42"
"Voertuigen met bromfietskenteken";"2010";"Bergambacht";"429";"44"
"Voertuigen met bromfietskenteken";"2011";"Bergambacht";"447";"46"
"Voertuigen met bromfietskenteken";"2012";"Bergambacht";"464";"47"
"Voertuigen met bromfietskenteken";"2013";"Bergambacht";"467";"47"
"Voertuigen met bromfietskenteken";"2014";"Bergambacht";"521";"52"
"Voertuigen met bromfietskenteken";"2015";"Bergambacht";"";""
"Voertuigen met bromfietskenteken";"2016";"Bergambacht";"";""
"Voertuigen met bromfietskenteken";"2017";"Bergambacht";"";""
"Voertuigen met bromfietskenteken";"2007";"Bergeijk";"1242";"69"
"Voertuigen met bromfietskenteken";"2008";"Bergeijk";"1333";"74"
"Voertuigen met bromfietskenteken";"2009";"Bergeijk";"1443";"80"
"Voertuigen met bromfietskenteken";"2010";"Bergeijk";"1532";"85"
"Voertuigen met bromfietskenteken";"2011";"Bergeijk";"1637";"91"
"Voertuigen met bromfietskenteken";"2012";"Bergeijk";"1685";"93"
"Voertuigen met bromfietskenteken";"2013";"Bergeijk";"1735";"95"
"Voertuigen met bromfietskenteken";"2014";"Bergeijk";"1771";"97"
"Voertuigen met bromfietskenteken";"2015";"Bergeijk";"1750";"96"
"Voertuigen met bromfietskenteken";"2016";"Bergeijk";"1749";"96"
"Voertuigen met bromfietskenteken";"2017";"Bergeijk";"1745";"95"
"Voertuigen met bromfietskenteken";"2007";"Bergen (L.)";"768";"57"
"Voertuigen met bromfietskenteken";"2008";"Bergen (L.)";"813";"60"
"Voertuigen met bromfietskenteken";"2009";"Bergen (L.)";"849";"63"
"Voertuigen met bromfietskenteken";"2010";"Bergen (L.)";"865";"65"
"Voertuigen met bromfietskenteken";"2011";"Bergen (L.)";"900";"67"
"Voertuigen met bromfietskenteken";"2012";"Bergen (L.)";"916";"69"
"Voertuigen met bromfietskenteken";"2013";"Bergen (L.)";"918";"69"
"Voertuigen met bromfietskenteken";"2014";"Bergen (L.)";"903";"68"
"Voertuigen met bromfietskenteken";"2015";"Bergen (L.)";"913";"69"
"Voertuigen met bromfietskenteken";"2016";"Bergen (L.)";"914";"70"
"Voertuigen met bromfietskenteken";"2017";"Bergen (L.)";"910";"69"
"Voertuigen met bromfietskenteken";"2007";"Bergen (NH.)";"1675";"53"
"Voertuigen met bromfietskenteken";"2008";"Bergen (NH.)";"1872";"60"
"Voertuigen met bromfietskenteken";"2009";"Bergen (NH.)";"2076";"67"
"Voertuigen met bromfietskenteken";"2010";"Bergen (NH.)";"2292";"74"
"Voertuigen met bromfietskenteken";"2011";"Bergen (NH.)";"2441";"79"
"Voertuigen met bromfietskenteken";"2012";"Bergen (NH.)";"2378";"77"
"Voertuigen met bromfietskenteken";"2013";"Bergen (NH.)";"2446";"81"
"Voertuigen met bromfietskenteken";"2014";"Bergen (NH.)";"2464";"82"
"Voertuigen met bromfietskenteken";"2015";"Bergen (NH.)";"2473";"82"
"Voertuigen met bromfietskenteken";"2016";"Bergen (NH.)";"2538";"85"
"Voertuigen met bromfietskenteken";"2017";"Bergen (NH.)";"2584";"87"
"Voertuigen met bromfietskenteken";"2007";"Bergen op Zoom";"3179";"49"
"Voertuigen met bromfietskenteken";"2008";"Bergen op Zoom";"3325";"51"
"Voertuigen met bromfietskenteken";"2009";"Bergen op Zoom";"3649";"56"
"Voertuigen met bromfietskenteken";"2010";"Bergen op Zoom";"3894";"59"
"Voertuigen met bromfietskenteken";"2011";"Bergen op Zoom";"4051";"61"
"Voertuigen met bromfietskenteken";"2012";"Bergen op Zoom";"4108";"62"
"Voertuigen met bromfietskenteken";"2013";"Bergen op Zoom";"4157";"63"
"Voertuigen met bromfietskenteken";"2014";"Bergen op Zoom";"4203";"63"
"Voertuigen met bromfietskenteken";"2015";"Bergen op Zoom";"4198";"63"
"Voertuigen met bromfietskenteken";"2016";"Bergen op Zoom";"4177";"63"
"Voertuigen met bromfietskenteken";"2017";"Bergen op Zoom";"4256";"64"
"Voertuigen met bromfietskenteken";"2007";"Berkelland";"1455";"32"
"Voertuigen met bromfietskenteken";"2008";"Berkelland";"1571";"35"
"Voertuigen met bromfietskenteken";"2009";"Berkelland";"1697";"38"
"Voertuigen met bromfietskenteken";"2010";"Berkelland";"1805";"40"
"Voertuigen met bromfietskenteken";"2011";"Berkelland";"1885";"42"
"Voertuigen met bromfietskenteken";"2012";"Berkelland";"1957";"44"
"Voertuigen met bromfietskenteken";"2013";"Berkelland";"1960";"44"
"Voertuigen met bromfietskenteken";"2014";"Berkelland";"1937";"43"
"Voertuigen met bromfietskenteken";"2015";"Berkelland";"1959";"44"
"Voertuigen met bromfietskenteken";"2016";"Berkelland";"1996";"45"
"Voertuigen met bromfietskenteken";"2017";"Berkelland";"2021";"46"
"Voertuigen met bromfietskenteken";"2007";"Bernheze";"1405";"47"
"Voertuigen met bromfietskenteken";"2008";"Bernheze";"1453";"49"
"Voertuigen met bromfietskenteken";"2009";"Bernheze";"1628";"55"
"Voertuigen met bromfietskenteken";"2010";"Bernheze";"1791";"60"
"Voertuigen met bromfietskenteken";"2011";"Bernheze";"1920";"65"
"Voertuigen met bromfietskenteken";"2012";"Bernheze";"1911";"64"
"Voertuigen met bromfietskenteken";"2013";"Bernheze";"1986";"67"
"Voertuigen met bromfietskenteken";"2014";"Bernheze";"2021";"68"
"Voertuigen met bromfietskenteken";"2015";"Bernheze";"2075";"70"
"Voertuigen met bromfietskenteken";"2016";"Bernheze";"2020";"68"
"Voertuigen met bromfietskenteken";"2017";"Bernheze";"2106";"70"
"Voertuigen met bromfietskenteken";"2007";"Bernisse";"949";"75"
"Voertuigen met bromfietskenteken";"2008";"Bernisse";"1031";"82"
"Voertuigen met bromfietskenteken";"2009";"Bernisse";"1141";"91"
"Voertuigen met bromfietskenteken";"2010";"Bernisse";"1166";"94"
"Voertuigen met bromfietskenteken";"2011";"Bernisse";"1193";"96"
"Voertuigen met bromfietskenteken";"2012";"Bernisse";"1275";"103"
"Voertuigen met bromfietskenteken";"2013";"Bernisse";"1311";"106"
"Voertuigen met bromfietskenteken";"2014";"Bernisse";"1291";"104"
"Voertuigen met bromfietskenteken";"2015";"Bernisse";"";""
"Voertuigen met bromfietskenteken";"2016";"Bernisse";"";""
"Voertuigen met bromfietskenteken";"2017";"Bernisse";"";""
"Voertuigen met bromfietskenteken";"2007";"Best";"1625";"56"
"Voertuigen met bromfietskenteken";"2008";"Best";"1744";"60"
"Voertuigen met bromfietskenteken";"2009";"Best";"1926";"66"
"Voertuigen met bromfietskenteken";"2010";"Best";"2059";"71"
"Voertuigen met bromfietskenteken";"2011";"Best";"2173";"75"
"Voertuigen met bromfietskenteken";"2012";"Best";"2211";"77"
"Voertuigen met bromfietskenteken";"2013";"Best";"2211";"77"
"Voertuigen met bromfietskenteken";"2014";"Best";"2208";"77"
"Voertuigen met bromfietskenteken";"2015";"Best";"2181";"76"
"Voertuigen met bromfietskenteken";"2016";"Best";"2187";"75"
"Voertuigen met bromfietskenteken";"2017";"Best";"2233";"77"
"Voertuigen met bromfietskenteken";"2007";"Beuningen";"991";"39"
"Voertuigen met bromfietskenteken";"2008";"Beuningen";"1193";"47"
"Voertuigen met bromfietskenteken";"2009";"Beuningen";"1338";"53"
"Voertuigen met bromfietskenteken";"2010";"Beuningen";"1469";"58"
"Voertuigen met bromfietskenteken";"2011";"Beuningen";"1639";"64"
"Voertuigen met bromfietskenteken";"2012";"Beuningen";"1718";"68"
"Voertuigen met bromfietskenteken";"2013";"Beuningen";"1743";"69"
"Voertuigen met bromfietskenteken";"2014";"Beuningen";"1747";"69"
"Voertuigen met bromfietskenteken";"2015";"Beuningen";"1793";"71"
"Voertuigen met bromfietskenteken";"2016";"Beuningen";"1812";"72"
"Voertuigen met bromfietskenteken";"2017";"Beuningen";"1836";"72"
"Voertuigen met bromfietskenteken";"2007";"Beverwijk";"1979";"54"
"Voertuigen met bromfietskenteken";"2008";"Beverwijk";"2279";"61"
"Voertuigen met bromfietskenteken";"2009";"Beverwijk";"2633";"69"
"Voertuigen met bromfietskenteken";"2010";"Beverwijk";"2966";"76"
"Voertuigen met bromfietskenteken";"2011";"Beverwijk";"3259";"83"
"Voertuigen met bromfietskenteken";"2012";"Beverwijk";"3399";"85"
"Voertuigen met bromfietskenteken";"2013";"Beverwijk";"3430";"86"
"Voertuigen met bromfietskenteken";"2014";"Beverwijk";"3463";"86"
"Voertuigen met bromfietskenteken";"2015";"Beverwijk";"3569";"89"
"Voertuigen met bromfietskenteken";"2016";"Beverwijk";"3646";"90"
"Voertuigen met bromfietskenteken";"2017";"Beverwijk";"3798";"93"
"Voertuigen met bromfietskenteken";"2007";"het Bildt";"502";"46"
"Voertuigen met bromfietskenteken";"2008";"het Bildt";"552";"50"
"Voertuigen met bromfietskenteken";"2009";"het Bildt";"572";"53"
"Voertuigen met bromfietskenteken";"2010";"het Bildt";"633";"58"
"Voertuigen met bromfietskenteken";"2011";"het Bildt";"685";"63"
"Voertuigen met bromfietskenteken";"2012";"het Bildt";"696";"64"
"Voertuigen met bromfietskenteken";"2013";"het Bildt";"704";"66"
"Voertuigen met bromfietskenteken";"2014";"het Bildt";"685";"64"
"Voertuigen met bromfietskenteken";"2015";"het Bildt";"667";"63"
"Voertuigen met bromfietskenteken";"2016";"het Bildt";"691";"66"
"Voertuigen met bromfietskenteken";"2017";"het Bildt";"667";"64"
"Voertuigen met bromfietskenteken";"2007";"De Bilt";"1433";"34"
"Voertuigen met bromfietskenteken";"2008";"De Bilt";"1603";"38"
"Voertuigen met bromfietskenteken";"2009";"De Bilt";"1789";"43"
"Voertuigen met bromfietskenteken";"2010";"De Bilt";"1958";"47"
"Voertuigen met bromfietskenteken";"2011";"De Bilt";"2085";"50"
"Voertuigen met bromfietskenteken";"2012";"De Bilt";"2166";"51"
"Voertuigen met bromfietskenteken";"2013";"De Bilt";"2198";"52"
"Voertuigen met bromfietskenteken";"2014";"De Bilt";"2212";"53"
"Voertuigen met bromfietskenteken";"2015";"De Bilt";"2261";"54"
"Voertuigen met bromfietskenteken";"2016";"De Bilt";"2337";"55"
"Voertuigen met bromfietskenteken";"2017";"De Bilt";"2372";"55"
"Voertuigen met bromfietskenteken";"2007";"Binnenmaas";"1379";"48"
"Voertuigen met bromfietskenteken";"2008";"Binnenmaas";"1540";"53"
"Voertuigen met bromfietskenteken";"2009";"Binnenmaas";"1658";"57"
"Voertuigen met bromfietskenteken";"2010";"Binnenmaas";"1711";"59"
"Voertuigen met bromfietskenteken";"2011";"Binnenmaas";"1826";"63"
"Voertuigen met bromfietskenteken";"2012";"Binnenmaas";"1811";"63"
"Voertuigen met bromfietskenteken";"2013";"Binnenmaas";"1837";"63"
"Voertuigen met bromfietskenteken";"2014";"Binnenmaas";"1846";"64"
"Voertuigen met bromfietskenteken";"2015";"Binnenmaas";"1861";"65"
"Voertuigen met bromfietskenteken";"2016";"Binnenmaas";"1935";"67"
"Voertuigen met bromfietskenteken";"2017";"Binnenmaas";"2019";"69"
"Voertuigen met bromfietskenteken";"2007";"Bladel";"1018";"53"
"Voertuigen met bromfietskenteken";"2008";"Bladel";"1095";"57"
"Voertuigen met bromfietskenteken";"2009";"Bladel";"1184";"62"
"Voertuigen met bromfietskenteken";"2010";"Bladel";"1251";"65"
"Voertuigen met bromfietskenteken";"2011";"Bladel";"1386";"71"
"Voertuigen met bromfietskenteken";"2012";"Bladel";"1438";"73"
"Voertuigen met bromfietskenteken";"2013";"Bladel";"1458";"74"
"Voertuigen met bromfietskenteken";"2014";"Bladel";"1511";"76"
"Voertuigen met bromfietskenteken";"2015";"Bladel";"1555";"78"
"Voertuigen met bromfietskenteken";"2016";"Bladel";"1611";"81"
"Voertuigen met bromfietskenteken";"2017";"Bladel";"1597";"80"
"Voertuigen met bromfietskenteken";"2007";"Blaricum";"352";"39"
"Voertuigen met bromfietskenteken";"2008";"Blaricum";"395";"44"
"Voertuigen met bromfietskenteken";"2009";"Blaricum";"447";"50"
"Voertuigen met bromfietskenteken";"2010";"Blaricum";"505";"56"
"Voertuigen met bromfietskenteken";"2011";"Blaricum";"560";"63"
"Voertuigen met bromfietskenteken";"2012";"Blaricum";"614";"68"
"Voertuigen met bromfietskenteken";"2013";"Blaricum";"645";"71"
"Voertuigen met bromfietskenteken";"2014";"Blaricum";"651";"72"
"Voertuigen met bromfietskenteken";"2015";"Blaricum";"651";"70"
"Voertuigen met bromfietskenteken";"2016";"Blaricum";"671";"70"
"Voertuigen met bromfietskenteken";"2017";"Blaricum";"717";"70"
"Voertuigen met bromfietskenteken";"2007";"Bloemendaal";"445";"26"
"Voertuigen met bromfietskenteken";"2008";"Bloemendaal";"552";"33"
"Voertuigen met bromfietskenteken";"2009";"Bloemendaal";"903";"41"
"Voertuigen met bromfietskenteken";"2010";"Bloemendaal";"1006";"46"
"Voertuigen met bromfietskenteken";"2011";"Bloemendaal";"1097";"50"
"Voertuigen met bromfietskenteken";"2012";"Bloemendaal";"1148";"52"
"Voertuigen met bromfietskenteken";"2013";"Bloemendaal";"1204";"54"
"Voertuigen met bromfietskenteken";"2014";"Bloemendaal";"1229";"56"
"Voertuigen met bromfietskenteken";"2015";"Bloemendaal";"1242";"56"
"Voertuigen met bromfietskenteken";"2016";"Bloemendaal";"1276";"57"
"Voertuigen met bromfietskenteken";"2017";"Bloemendaal";"1303";"57"
"Voertuigen met bromfietskenteken";"2007";"Boarnsterhim";"628";"33"
"Voertuigen met bromfietskenteken";"2008";"Boarnsterhim";"691";"36"
"Voertuigen met bromfietskenteken";"2009";"Boarnsterhim";"756";"39"
"Voertuigen met bromfietskenteken";"2010";"Boarnsterhim";"813";"42"
"Voertuigen met bromfietskenteken";"2011";"Boarnsterhim";"820";"42"
"Voertuigen met bromfietskenteken";"2012";"Boarnsterhim";"816";"42"
"Voertuigen met bromfietskenteken";"2013";"Boarnsterhim";"818";"42"
"Voertuigen met bromfietskenteken";"2014";"Boarnsterhim";"";""
"Voertuigen met bromfietskenteken";"2015";"Boarnsterhim";"";""
"Voertuigen met bromfietskenteken";"2016";"Boarnsterhim";"";""
"Voertuigen met bromfietskenteken";"2017";"Boarnsterhim";"";""
"Voertuigen met bromfietskenteken";"2007";"Bodegraven";"738";"38"
"Voertuigen met bromfietskenteken";"2008";"Bodegraven";"828";"43"
"Voertuigen met bromfietskenteken";"2009";"Bodegraven";"908";"47"
"Voertuigen met bromfietskenteken";"2010";"Bodegraven";"1013";"52"
"Voertuigen met bromfietskenteken";"2011";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2012";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2013";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2014";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2015";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2016";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2017";"Bodegraven";"";""
"Voertuigen met bromfietskenteken";"2007";"Bodegraven-Reeuwijk";"";""
"Voertuigen met bromfietskenteken";"2008";"Bodegraven-Reeuwijk";"";""
"Voertuigen met bromfietskenteken";"2009";"Bodegraven-Reeuwijk";"";""
"Voertuigen met bromfietskenteken";"2010";"Bodegraven-Reeuwijk";"";""
"Voertuigen met bromfietskenteken";"2011";"Bodegraven-Reeuwijk";"2040";"62"
"Voertuigen met bromfietskenteken";"2012";"Bodegraven-Reeuwijk";"2129";"65"
"Voertuigen met bromfietskenteken";"2013";"Bodegraven-Reeuwijk";"2124";"65"
"Voertuigen met bromfietskenteken";"2014";"Bodegraven-Reeuwijk";"2185";"66"
"Voertuigen met bromfietskenteken";"2015";"Bodegraven-Reeuwijk";"2179";"66"
"Voertuigen met bromfietskenteken";"2016";"Bodegraven-Reeuwijk";"2243";"67"
"Voertuigen met bromfietskenteken";"2017";"Bodegraven-Reeuwijk";"2298";"68"
"Voertuigen met bromfietskenteken";"2007";"Boekel";"900";"95"
"Voertuigen met bromfietskenteken";"2008";"Boekel";"903";"94"
"Voertuigen met bromfietskenteken";"2009";"Boekel";"933";"96"
"Voertuigen met bromfietskenteken";"2010";"Boekel";"985";"101"
"Voertuigen met bromfietskenteken";"2011";"Boekel";"1042";"106"
"Voertuigen met bromfietskenteken";"2012";"Boekel";"1035";"104"
"Voertuigen met bromfietskenteken";"2013";"Boekel";"1051";"104"
"Voertuigen met bromfietskenteken";"2014";"Boekel";"1062";"105"
"Voertuigen met bromfietskenteken";"2015";"Boekel";"1111";"110"
"Voertuigen met bromfietskenteken";"2016";"Boekel";"1122";"109"
"Voertuigen met bromfietskenteken";"2017";"Boekel";"1166";"112"
"Voertuigen met bromfietskenteken";"2007";"Ten Boer";"318";"44"
"Voertuigen met bromfietskenteken";"2008";"Ten Boer";"322";"44"
"Voertuigen met bromfietskenteken";"2009";"Ten Boer";"379";"51"
"Voertuigen met bromfietskenteken";"2010";"Ten Boer";"426";"57"
"Voertuigen met bromfietskenteken";"2011";"Ten Boer";"447";"60"
"Voertuigen met bromfietskenteken";"2012";"Ten Boer";"434";"58"
"Voertuigen met bromfietskenteken";"2013";"Ten Boer";"416";"55"
"Voertuigen met bromfietskenteken";"2014";"Ten Boer";"432";"58"
"Voertuigen met bromfietskenteken";"2015";"Ten Boer";"438";"59"
"Voertuigen met bromfietskenteken";"2016";"Ten Boer";"441";"60"
"Voertuigen met bromfietskenteken";"2017";"Ten Boer";"462";"63"
"Voertuigen met bromfietskenteken";"2007";"Bolsward";"315";"33"
"Voertuigen met bromfietskenteken";"2008";"Bolsward";"339";"35"
"Voertuigen met bromfietskenteken";"2009";"Bolsward";"352";"36"
"Voertuigen met bromfietskenteken";"2010";"Bolsward";"390";"39"
"Voertuigen met bromfietskenteken";"2011";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2012";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2013";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2014";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2015";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2016";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2017";"Bolsward";"";""
"Voertuigen met bromfietskenteken";"2007";"Borger-Odoorn";"1218";"46"
"Voertuigen met bromfietskenteken";"2008";"Borger-Odoorn";"1288";"49"
"Voertuigen met bromfietskenteken";"2009";"Borger-Odoorn";"1412";"54"
"Voertuigen met bromfietskenteken";"2010";"Borger-Odoorn";"1462";"56"
"Voertuigen met bromfietskenteken";"2011";"Borger-Odoorn";"1513";"58"
"Voertuigen met bromfietskenteken";"2012";"Borger-Odoorn";"1578";"61"
"Voertuigen met bromfietskenteken";"2013";"Borger-Odoorn";"1584";"62"
"Voertuigen met bromfietskenteken";"2014";"Borger-Odoorn";"1583";"62"
"Voertuigen met bromfietskenteken";"2015";"Borger-Odoorn";"1528";"60"
"Voertuigen met bromfietskenteken";"2016";"Borger-Odoorn";"1603";"63"
"Voertuigen met bromfietskenteken";"2017";"Borger-Odoorn";"1661";"66"
"Voertuigen met bromfietskenteken";"2007";"Borne";"709";"35"
"Voertuigen met bromfietskenteken";"2008";"Borne";"747";"36"
"Voertuigen met bromfietskenteken";"2009";"Borne";"803";"38"
"Voertuigen met bromfietskenteken";"2010";"Borne";"878";"41"
"Voertuigen met bromfietskenteken";"2011";"Borne";"941";"44"
"Voertuigen met bromfietskenteken";"2012";"Borne";"982";"46"
